First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary
William,Barnes,"Thompson, Barker and Harding",24826 Joseph Shore,West Kathleenside,Alabama,87518,Space keep produce player let chair all next authority player year hair old.,Cucumbers,04-06-2024,99,Frequent,Lobbyist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-20, 2023-12-20 - 2024-06-04",Lobbyist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 99 units of Cucumbers on 2024-05-20.
Leslie,Brown,Clark Group,430 Cynthia Track Suite 799,Richardchester,Hawaii,17711,Feel nor into family choice history yes process kitchen reality think themselves.,Yogurt,08-05-2025,66,Only Once,Dramatherapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-02-15, 2024-11-23 - 2025-05-08",Dramatherapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 66 units of Yogurt on 2025-02-15.
Renee,Green,Nicholson-Ramirez,55346 Stephen Park Suite 226,Port Luistown,Minnesota,55750,Image artist daughter church decision history too us.,Cheese,02-01-2025,24,Only Once,Adult nurse with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-05, 2024-06-10 - 2025-01-02",Adult nurse with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 24 units of Cheese on 2024-10-05.
Kristi,Pittman,Stewart Inc,0420 James Skyway Suite 706,Port Gregghaven,Wisconsin,18901,Though too technology red serve candidate alone.,Milk,27-11-2024,5,Rare,Financial planner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-08, 2024-06-28 - 2024-11-27",Financial planner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 5 units of Milk on 2024-10-08.
Leah,Turner,Cantu-Bailey,137 Michele Knoll,West Edgarborough,Montana,33823,Word deal positive under involve prepare learn group.,Tomatoes,16-11-2024,76,Rare,"Production assistant, television with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-08-30, 2024-07-27 - 2024-11-16","Production assistant, television with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 76 units of Tomatoes on 2024-08-30."
Julia,Austin,Tanner-Johnson,74925 Daniel Ramp,Aliciamouth,Montana,1671,At paper wrong quickly community far least many.,Apples,12-04-2025,58,Frequent,Chief Financial Officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-13, 2024-08-19 - 2025-04-12",Chief Financial Officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 58 units of Apples on 2025-01-13.
Dawn,Padilla,"Sawyer, Harris and Murphy",21467 Nicole Run,New Michaelberg,Connecticut,40041,Question good out onto campaign well popular agreement manage contain.,Tomatoes,28-09-2024,45,Rare,Health and safety inspector with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-10, 2024-03-30 - 2024-09-28",Health and safety inspector with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 45 units of Tomatoes on 2024-07-10.
Sherry,Kane,Bates Group,55024 Lozano Throughway Suite 207,South Bobbychester,Delaware,91689,Its thank particular state minute force eat surface rather.,Berries,13-12-2024,74,Rare,"Engineer, site with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-09-21, 2024-05-20 - 2024-12-13","Engineer, site with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 74 units of Berries on 2024-09-21."
Omar,Moore,Hoffman Ltd,8429 Brian Highway,Byrdtown,Missouri,77035,What consider seat take moment perhaps.,Apples,15-11-2024,45,Frequent,Education administrator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-17, 2024-04-18 - 2024-11-15",Education administrator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 45 units of Apples on 2024-09-17.
Ryan,Fischer,Miller Group,57847 Reed Roads Apt. 601,South Kelly,South Dakota,70292,Kid color door far teacher exist bill.,Spinach,13-02-2025,62,Only Once,Charity fundraiser with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-02-01, 2024-10-26 - 2025-02-13",Charity fundraiser with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 62 units of Spinach on 2025-02-01.
Tina,Williamson,Perez and Sons,64432 Johnson Dam,South Toni,Tennessee,11427,Enough east central statement play as rich interview plant interest turn.,Berries,21-03-2025,45,Rare,Hospital doctor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-02-18, 2024-09-19 - 2025-03-21",Hospital doctor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 45 units of Berries on 2025-02-18.
Kristy,Vasquez,Anderson PLC,040 Kevin Orchard,West Crystalland,Pennsylvania,56249,Any apply bad force share contain.,Spinach,07-04-2025,62,Frequent,Economist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-10, 2024-09-22 - 2025-04-07",Economist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 62 units of Spinach on 2025-01-10.
Zachary,Robinson,"Ewing, Shepard and Ramirez",252 Caitlin Mountains Suite 037,West Stephenland,Montana,53828,Another success when north owner stay show watch garden.,Berries,17-05-2025,38,Instable,Acupuncturist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-30, 2025-02-27 - 2025-05-17",Acupuncturist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 38 units of Berries on 2025-03-30.
Thomas,Carter,Hobbs-Johnson,224 William Radial Suite 829,Moorechester,Arizona,25087,Big growth believe today daughter look order we too almost seem.,Yogurt,01-11-2024,6,Only Once,"Research officer, government with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-08-28, 2024-07-14 - 2024-11-01","Research officer, government with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 6 units of Yogurt on 2024-08-28."
David,Donovan,Yang-Stanley,365 Best Islands,Josephborough,North Carolina,39852,See success affect inside total someone protect experience fly debate group old own.,Apples,01-10-2024,44,Rare,Consulting civil engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-16, 2024-05-16 - 2024-10-01",Consulting civil engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 44 units of Apples on 2024-07-16.
Evan,Bates,"Gonzalez, Lopez and Lawson",9421 Michael Rue Apt. 729,East Katelynton,Maryland,40457,Like enter home ahead thank than.,Tomatoes,16-01-2025,67,Instable,Osteopath with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-23, 2024-10-08 - 2025-01-16",Osteopath with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 67 units of Tomatoes on 2024-12-23.
Justin,Shields,Hoffman Group,2427 Lisa Terrace,West Michelestad,Hawaii,46052,Close ago board performance from actually conference may similar.,Spinach,07-10-2024,59,Only Once,Ophthalmologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-20, 2024-06-18 - 2024-10-07",Ophthalmologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 59 units of Spinach on 2024-09-20.
Robert,Henderson,Nichols-Little,997 Williams Plaza,Gracechester,Massachusetts,40665,Ask almost north significant month rich six against attorney whose worry modern shoulder there.,Milk,30-03-2025,12,Rare,Arboriculturist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-16, 2024-10-10 - 2025-03-30",Arboriculturist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 12 units of Milk on 2025-01-16.
Monica,Silva,Banks-Rivas,82974 Adrian Port,Jeffreyshire,Iowa,65833,Or have this travel color card source sing new design property cut.,Apples,07-11-2024,14,Instable,Research scientist (medical) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-27, 2024-06-16 - 2024-11-07",Research scientist (medical) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 14 units of Apples on 2024-10-27.
Jennifer,Clayton,"Peterson, Mercado and Wilson",931 Lacey Union,West Kevinhaven,Michigan,63981,Specific conference effort sing believe miss perhaps attack.,Milk,25-06-2024,26,Rare,"Engineer, petroleum with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-05-27, 2024-01-11 - 2024-06-25","Engineer, petroleum with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 26 units of Milk on 2024-05-27."
Deborah,Sharp,Jacobson PLC,9556 Kristin Viaduct Apt. 254,North Kristiburgh,Michigan,35111,Same especially rule site you generation ahead run.,Milk,17-12-2024,12,Rare,Financial controller with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-13, 2024-08-26 - 2024-12-17",Financial controller with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 12 units of Milk on 2024-10-13.
Bradley,Durham,Gibson Group,84743 Mcintosh Vista Apt. 938,Bridgesburgh,Hawaii,29298,Recently capital ready model member born response fire arrive smile size simple lot.,Lettuce,23-05-2024,87,Frequent,Probation officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-13, 2024-02-27 - 2024-05-23",Probation officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 87 units of Lettuce on 2024-05-13.
Peter,Olson,Stewart Ltd,93848 Stephanie Lock Apt. 687,Jessicaview,Alaska,64623,Myself something do speak street space onto.,Spinach,20-01-2025,78,Rare,"Scientist, research (medical) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-11-26, 2024-07-16 - 2025-01-20","Scientist, research (medical) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 78 units of Spinach on 2024-11-26."
Tony,Roberts,Jimenez and Sons,11876 Nielsen Turnpike Suite 022,Robinsonmouth,Wyoming,11631,Improve record these bring dream piece candidate computer country effect themselves.,Apples,26-06-2024,82,Rare,Housing manager/officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-02, 2024-04-22 - 2024-06-26",Housing manager/officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 82 units of Apples on 2024-06-02.
